Category Link,Series Link,Class Link,Series Title,Class Title,HLS URL,Categories
no link,no link,https://ondemand.animalflow.com/assets/flow-class-29a,No Series Title,Mike's Flow Class #29A (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f185ca5fc6a743c7beb1c31297218c7e/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/flow-class-29b,No Series Title,Mike's Flow Class #29B (Beginner) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/9e8c24df9b174cecb7b19b0dca95b9ff/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/flow-2-diff-v2-f-mp4,No Series Title,Mike's Flow Class #2  (Intermediate),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/a11fff520cab41d3bf91f30a882dc99e/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/flow-class-30a,No Series Title,Mike's Flow Class #30A (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f0a2519b2dce4fd5ab5fb88cd2606683/hls.m3u8,CLASSES|Flow Skills Classes
no link,no link,https://ondemand.animalflow.com/assets/flow-class-30b,No Series Title,Mike's Flow Class #30B (Beginner) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/86a69968bae74e798a6759db0120035d/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/af-122020-mike-s-house-day-2-class-3,No Series Title,Mike's Flow Class #31A (Intermediate-Advanced),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/6903fd9a510b4878822461d677f2bd48/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-122020-mike-s-house-day-2-class-3-practice-v1,No Series Title,Mike's Flow Class #31B (Intermediate-Advanced) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/74df5f9688254167a2eca3c2e7c7849e/hls.m3u8,Flow Skills Classes|Flow Skills PRACTICE|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-1-class-1-v1,No Series Title,Mike's Flow Class #32A (Entry/Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/caa1a08902334bc2bf21fd62a25f6939/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-1-class-1-practice,No Series Title,Mike's Flow Class #32B (Entry/Beginner) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f3c9d0e12a7049e6939cd592f850fa83/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/mike-class-34a,No Series Title,Mike's Flow Class #34A (Intermediate-Advanced),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/0ff5e0de3d604829902bb7fd51e109ec/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/mike-class-34b,No Series Title,Mike's Flow Class #34B (Intermediate-Advanced) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/3569471c2e88468f932922f17d1dfcd9/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/81121-rembrandt-mike-s-class-3-v3,No Series Title,Mike's Flow Class #35A (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/fb2795ba0c0d4e82a45ed118cd1979ca/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/class-3-practice-v2,No Series Title,Mike's Flow Class #35B (Beginner) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/65afa5f3ac794e7487f42c293c9acf71/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/flow-3-easy-v2-f-mp4,No Series Title,Mike's Flow Class #3 (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2010d852e5314b03a2b1dd7c9c2dda44/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/flow-4-moderate-v2-f-mp4,No Series Title,Mike's Flow Class #4 (Intermediate),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/4c5eb20eb45c4d96999783b123c619cd/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/flow-5-easy-v2-f-mp4,No Series Title,Mike's Flow Class #5 (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/69bfc70cda07467781aa36b31b0d4a17/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/flow-6-difficult-v1-f-mp4-43233ff7-d82e-4aa2-bf0c-c42847a1c3a0,No Series Title,Mike's Flow Class #6 (Advanced),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/95cfbec35de1426585509a473dda0df8/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-3-v3-mp4,No Series Title,Mike's Flow Class #7 (Intermediate),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/c3b38e159d204cf88e474a4e85fccc47/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-5-v3-mp4,No Series Title,Mike's Flow Class #8 (Advanced),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/68c774e6c34e41c78219c5936c804675/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-1-v1-mp4,No Series Title,Mike's Flow Class #9 (Intermediate),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/81bdd7a31fe647eaa20b1417cf37793b/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/animal-flow-may-shoot-class-1-v1-2-mp4,No Series Title,Mike's Flow Class - Intro to AF (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/80f5797c0ace4e3d9a7d7b3f6543890b/hls.m3u8,CLASSES|Flow Skills Classes
no link,no link,https://ondemand.animalflow.com/assets/classes-mobility-1-fluid,No Series Title,Mobility Class #1 (Fluid Mobility - Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/db9509d7680d4f82991756c0d0b98aef/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/mob-2-fss-v2-f-mp4-729ca700-205b-44de-bfed-9ff6cd7cd71d,No Series Title,Mobility Class 2 - Strength/Form Specific Stretches (Advanced),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/5d2052156a184bc5a92c4a28a880cef9/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/classes-mobility-3-form-specific-stretch,No Series Title,Mobility Class 3 - Strength (Intermediate),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/4af6ca7fafcc47d5a6ee2644d56b7e29/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-2-v3-mp4,No Series Title,"Mobility Class #4 - Strength (Beginner, Intermediate, Advanced)",https://d1y8hfkrra5zh9.cloudfront.net/2001/media/cfbc92931b8d44338b5f47502b6ffb24/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-7-v4-mp4,No Series Title,Mobility Class #5 - Fluid (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/16b5d3e75c544e419b1e6f4c560a9285/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/af-lesson-9-v3-mp4,No Series Title,Mobility Class #6 - Strength (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ccd90cf757da4623bb6e40ed76bb2302/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/mobility-class-1-v2,No Series Title,Mobility Class #7 (Fluid / Strength),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/e5169e83ba6240c4a4f6e040e9a2ebe0/hls.m3u8,CLASSES|Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/81121-rembrandt-mike-s-class-1-v2,No Series Title,Mobility Class #8 (Fluid/Strength),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/68575e43a3f047889f095a72946a2e39/hls.m3u8,Mobility Classes
no link,no link,https://ondemand.animalflow.com/assets/82121-london-rich-class-1-v1,No Series Title,Rich's Flow Class #33A (Beginner),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/c1bdfe501ab748a1a345063c17c46210/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/rich-class-1-practice-v2,No Series Title,Rich's Flow Class #33B  (Beginner) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/09d3ddcca54f46d08d696ebd5b2b5d20/hls.m3u8,Flow Skills Classes|CLASSES|Flow Skills PRACTICE
no link,no link,https://ondemand.animalflow.com/assets/rich-class-2-v2,No Series Title,Rich's Flow Class #36A (Intermediate-Advanced)),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/16059dd2ffe540d7901b86da374155aa/hls.m3u8,Flow Skills Classes|CLASSES
no link,no link,https://ondemand.animalflow.com/assets/rich-class-2-practice-v1,No Series Title,Rich's Flow Class #36B (Intermediate-Advanced) PRACTICE,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/7efeaefac075429986dcf726375ba149/hls.m3u8,CLASSES|Flow Skills PRACTICE|Flow Skills Classes
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-introduction-v1,No Series Title,Shoulder Mobility Series: Introduction,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/aa0a263c7256430aa24f0d7795b482f8/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-1-v1,No Series Title,Shoulder Mobility Series: Part 1,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b1c30496a1c74a0caf8ffa059d92fed3/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-2-v1,No Series Title,Shoulder Mobility Series - Part 2,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/5f44dea442b24a62b57e51590cab777f/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-3-v1,No Series Title,Shoulder Mobility Series - Part 3,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/0f2d8fc970f84b88a6f687439836c8f3/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-4-v1,No Series Title,Shoulder Mobility Series - Part 4,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f1cc2c656a4946b797b7659bb073695b/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-5-v1,No Series Title,Shoulder Mobility Series - Part 5,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/22057fd09ad245d4a427696e5c7044b7/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/rich-shoulder-tutorial-series-part-6-v1,No Series Title,Shoulder Mobility Series - Part 6,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ac7ff345f3ba465f8cf90cdc1beadb22/hls.m3u8,Shoulder Mobility Series
no link,no link,https://ondemand.animalflow.com/assets/tip-crab-reach-up-to-4k-mov,No Series Title,Tips:  Crab Reach and Common Mistakes,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b2912b6979f742e6a5807f1f93112447/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/alisha_af_tipsfeb2020-mov,No Series Title,Tips: Executing the Underswitch into Loaded Beast,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/9fe0b7b26c06409185a47df2f8540e21/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tip-forward-shoulder-up-to-4k-mov,No Series Title,Tips: Forward Shoulder Load Drill,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f080d606808843ed837b194bc64f9d07/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/fkt-tip-video_jeseung-mp4,No Series Title,Tips:  Front Kickthrough Variations,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ccaf64be5a984f2a86f318a17c1833b0/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-fkt-miro-up-to-4k-mov,No Series Title,Tips:  Front Kickthrough Variations (Additional Drills),https://d1y8hfkrra5zh9.cloudfront.net/2001/media/71521f1408f84cbcaeaded5f3ebc63d4/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-freyja-landing-from-scorpion-mov,No Series Title,Tips: Landing the Scorpion,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/6c3038a938084e19b6088ec651b1a240/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-lat-ape-1-up-to-4k-mov,No Series Title,Tips: Lateral Traveling Ape Version 1,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/57bde024cf1442f581f3627c85fa7537/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-levitating-underswitch-4k-mov,No Series Title,Tips: Levitating Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/96432d75c2d540509b399de74dbd1b62/hls.m3u8,
no link,no link,https://ondemand.animalflow.com/assets/tips-beast-activations-mov,No Series Title,Tips: Making the Most of Beast Activations,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2cdba4f926e340629b8e5573ff2d0a7c/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-toes-2-up-to-4k-mov,No Series Title,Tips:  Preparing Your Toes for AF Practice,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/9715a972b57a4f2aa4de2034cc678187/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-regressed-us-mov,No Series Title,Tips Regressed and Regular Jumping Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/9bd97167697c4a75b3facda06e4c71e6/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/tips-skt-up-to-4k-mov,No Series Title,Tips: Side Kickthrough Common Errors and Practice Drill,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/eb09441725ca4fb0aa5c60c01f648293/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/kathy-donatto-us-tap-tips-mov,No Series Title,Tips: Underswitch Tap Hints and Drills,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/38510dda132f4f3ea59c09b0103f21a4/hls.m3u8,Tips and Tricks
no link,no link,https://ondemand.animalflow.com/assets/af-on-demand-promo-v1,No Series Title,Try Animal Flow On Demand,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8b741dcb709e466f91a3cef8781f173b/hls.m3u8,
no link,no link,https://ondemand.animalflow.com/assets/af-1-intro-v2-mp4,No Series Title,Tuck Balance Part 1:  Introduction,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/86799a49193643e6b475b0a07f008b89/hls.m3u8,Tuck Balance Tutorial Series
no link,no link,https://ondemand.animalflow.com/assets/af-3-self-assessment-v2-mp4,No Series Title,Tuck Balance Part 2:  Assessment and Preparation,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/c3dc2ef4f7f147b2b5515ee9d91249b0/hls.m3u8,Tuck Balance Tutorial Series
no link,no link,https://ondemand.animalflow.com/assets/af-6-intro-to-conditioning-v2-mp4,No Series Title,Tuck Balance Part 3: Conditioning,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f9a09622409f4111b82a9ecbe71ae36e/hls.m3u8,Tuck Balance Tutorial Series
no link,no link,https://ondemand.animalflow.com/assets/af-10-lev-kick-wall-v2-mp4,No Series Title,Tuck Balance Part 4: Skills Practice,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/5eedc181f1234a5cb91b83cc8102bd1f/hls.m3u8,Tuck Balance Tutorial Series
no link,no link,https://ondemand.animalflow.com/assets/11621_mike-s_house_-_mod_beast_reach_-_v1,No Series Title,Tutorial (AF Deconstructed): Beast Reach,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/0266f69f139c4e56aa3717c015bd2507/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-2-regressions-for-crab-v1,No Series Title,Tutorial (AF Deconstructed): Crab Reach,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/fb85129f8f064b328b932ea704b4a65f/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-2-croc-roll-regressions-v1,No Series Title,Tutorial (AF Deconstructed): Crocodile Roll,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/32ce29073b974ae0a54ab9b7f0498859/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-2-front-step-regression-v1,No Series Title,Tutorial (AF Deconstructed): Front Step,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8e5e4016d8ec496f84a2fa9a6b990618/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/af-12132021-lionsgate-day-2-regressions-for-underswitch-v1,No Series Title,Tutorial (AF Deconstructed): Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ef56fd507a5e47d285f5cfb8898b6f0a/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/11621_mike-s_house_-_mod_wave_unload_-_v1,No Series Title,Tutorial (AF Deconstructed): Wave Unload,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/96f53f5b862f49efa43d76e853b47568/hls.m3u8,AF DECONSTRUCTED|AF Deconstructed Tutorials
no link,no link,https://ondemand.animalflow.com/assets/ape-reach-standing-ape-reach-v1-f-mp4,No Series Title,Tutorial:  Ape Reach & Standing Ape Reach,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/c7f69dda09fe43c29002d1779baec51b/hls.m3u8,L1 Form Specific Stretches|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/aug-tutorial-9-baboon-mp4,No Series Title,Tutorial: Baboon,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/eea707f14a3b408898eb5f89bd4b2542/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-beast-reach,No Series Title,Tutorial:  Beast Reach,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/53a3eb86ed824012a2e4f61be3529fd5/hls.m3u8,L1 Form Specific Stretches|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/crab-reach-v1-f-mp4,No Series Title,Tutorial: Crab Reach,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/e648c5df6c394042aceb42a222ca455f/hls.m3u8,L1 Form Specific Stretches|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/crocodile-crawl-v1-f-mp4,No Series Title,Tutorial:  Crocodile Crawl,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f9b6648136f64184a1453c611fd44363/hls.m3u8,Level 2 Movements
no link,no link,https://ondemand.animalflow.com/assets/crocodile-roll-crocodile-pop-switch-v1-f-mp4,No Series Title,Tutorial:  Crocodile Roll and  Pop Switch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/65bb3c5792bf4e8a9415c120102061e3/hls.m3u8,Level 2 Movements
no link,no link,https://ondemand.animalflow.com/assets/af-block-1750-croc-roll-to-scorp-sweep-tut-v1,No Series Title,Tutorial: Crocodile Roll to Scorpion Sweep,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/57422ba61c6f452788fda984a687b9f0/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/double-croc-tutorial-v2-2,No Series Title,Tutorial: Double Crocodile Roll,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/11266296f1de4498b43d24edf9ab1a9f/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-4-lev-variations-mp4,No Series Title,Tutorial: Floating Variations,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/c25c0ec81f13449cbdb6a02e0c39b3aa/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/forward-ape-v2-f-mp4,No Series Title,Tutorial:  Forward Traveling Ape,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2d38ab90768f4020b18ad78e4a8b150a/hls.m3u8,L1 Traveling Forms|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/front-kickthrough-v2-f-mp4,No Series Title,Tutorial: Front Kickthrough,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b7a3668b378442349906fb9e69fef577/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/front-step-v1-f-mp4,No Series Title,Tutorial:  Front Step,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/fbc6dba43f4049aba437a6621211f191/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/front-step-through-v1-f-mp4,No Series Title,Tutorial:  Front Step Through,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/caced282b1a647669c9b5dcd36267d47/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/af-tutorial-front-sweep-mp4,No Series Title,Tutorial: Front Sweep,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2cb168e9c56f4f1e8e1592ca4e257988/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/full-scorpion-v1-f-mp4,No Series Title,Tutorial: Full Scorpion,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/e5eda9d1048f466289e01b2c000eded6/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/tutorial-1-high-hip-reaching-under-mp4,No Series Title,Tutorial: High Hip Reaching Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8bd1531eebbf41179e77a83abe3b0365/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-5-high-popout-mp4,No Series Title,Tutorial: High Pop Out,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/3f4a7100f88c4828bd2d50f1d0ccf920/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/aug-tutorial-4-jumping-front-kickthrough-mp4,No Series Title,Tutorial: Jumping Front Kickthrough,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8f6217ed6b90497589bfc501bc5a977d/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-jumping-fkt-direction-change,No Series Title,Tutorial: Jumping Front Kickthrough with Directional Change,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/21c9901b6c1046ffa4023be25daf1816/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/jumping-side-kickthrough-v1-f-mp4,No Series Title,Tutorial:  Jumping Side Kickthrough,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/0acfc3da108743a994b120490b712392/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/jumping-underswitch-v1-f-mp4,No Series Title,Tutorial: Jumping Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/5d0ef38cfb7b4079b042876415ec9fe6/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/tutorials-jumping-us-shift,No Series Title,Tutorial: Jumping Underswitch Shift,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ff59d3518df94c1884ae697505a6d260/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-2-lateral-popout-mp4-mp4,No Series Title,Tutorial: Lateral Pop Out,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/bc42589a55bc45b3bdcfd41e4106b028/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/lateral-ape-1-v1-f-mp4,No Series Title,Tutorial:  Lateral Traveling Ape Version 1,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/404afc5f1ebc45dfb2d992b00c76ba5d/hls.m3u8,L1 Traveling Forms|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/lateral-ape-2-v1-f-mp4,No Series Title,Tutorial: Lateral Traveling Ape Version 2,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ab0bb1a2177f41ccba49005288c4be91/hls.m3u8,L1 Traveling Forms|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/lateral-ape-3-v1-f-mp4,No Series Title,Tutorial: Lateral Traveling Ape Version 3,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/5bde235c7c324bee9a4efd8bf890e209/hls.m3u8,L1 Traveling Forms|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/lateral-beast-v2-f-mp4,No Series Title,Tutorial: Lateral Traveling Beast,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/792480d1c05f4427bb2ac1cf6cae1bc8/hls.m3u8,L1 Traveling Forms|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/tutorials-levitating-side-kickthrough,No Series Title,Tutorial:  Levitating Side Kickthrough,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/6cddc24c299b45da9c50a9e23cecd9d1/hls.m3u8,L1 Switches & Transitions|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/tutorial-levitating-underswitch,No Series Title,Tutorial: Levitating Underswitch,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ad9d2fcfb0304218b8f6bab470fa3cf3/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/tutorial-3-levitating-underswitch_1-mp4,No Series Title,Tutorial: Levitating Underswitch Shift,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/63848ade7d804b31ac7a403bb90d11ce/hls.m3u8,Level 3 (Advanced/ Bonus Moves) Tutorials
no link,no link,https://ondemand.animalflow.com/assets/loaded-beast-v1-f-mp4,No Series Title,Tutorial: Loaded Beast,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8f5b21e73d9f461c9586af27e2a178dc/hls.m3u8,L1 Form Specific Stretches|Level 1 Movements
no link,no link,https://ondemand.animalflow.com/assets/loaded-beast-unload-v1-f-mp4,No Series Title,Tutorial:  Loaded Beast - Unload,https://d1y8hfkrra5zh9.cloudfront.net/2001/media/33fd4e142eb24a32bd7e8ffc6ae3dd15/hls.m3u8,L1 Form Specific Stretches|Level 1 Movements
