Title,Content,Date,Author,Location,Comments
Rajzefibr,"<div class=""entrycontent"">
<p>No, da se jaz stestiram tole. Tkole naj bi zgledala celotna pot:<br/><div class=""map"" id=""travellerspoint_membermap_D31B0643-2219-AC68-176B62AC8246286B""><script src=""https://www.travellerspoint.com/badges/badge_membermap.cfm?tripid=155765&amp;zoom=5.4&amp;lat=-26&amp;lon=-73.6666666666667&amp;badgeid=travellerspoint_membermap_D31B0643-2219-AC68-176B62AC8246286B""></script></div><br/>Pise da to skupaj nanese 4024 km. Plus se dvakrat cez atlantik in se lokalni leti po Evropi...</p><p>Ziga</p></div>",2008-06-28,bjelakrez,,"[{""author"": ""Mojka"", ""content"": ""Ene tok je pa tud RAAM dolg :P excuse my juremanija""}, {""author"": ""Brane"", ""content"": ""veselim se novic iz JA!""}]"
Pred odhodom,"<div class=""entrycontent"">
<p>Se stiri dni manjka do odhoda. Nic se nimam spakiran, nic se se ne pripravljam na odhod...<br/>Metka je dobila zrebicka in smo vsi veseli. Ziga mi je pobral ves denar in zdej nimam za obleke in frizerja. In ne znam uporabljat klik, kar situacijo se poslabsa. Komaj cakam finale nogometa. Navijam za nemce!</p><p>Mateja</p></div>",2008-06-28,bjelakrez,,"[{""author"": ""katarina."", ""content"": ""Vsej za frizerja bi ji lohka pustu ene par cekinov!""}, {""author"": ""metka"", ""content"": ""skoda ko so nemci zgubli\nsam frizuro mas pa hudo...""}, {""author"": ""P. nitida"", ""content"": ""Hoj, Mateja. Ziher že uživaš, ane. No,js se glih ukvarjam s Simoninim poročilom... :-D ženska je... Uravnavanje stiska pincete? Haha, nima glih svojga življenja.\nSe že veselim prvih vpisov, lp!""}]"
"Polet, Lima, Pisco","<div class=""entrycontent"">
<p>Za zacetek: srecno smo prispeli prek oceana. Smo v Piscu v oazi v puscavi in sem v internet cafe-ju. Mateja caka v sobi, da prinesejo brisace.</p><p>Zbor je bil ob 3.00 pred halo Tivoli, kjer smo se vkrcali na manjsi avtobus, ki nas je popeljal do Benetk. Z Matejo nikakor nisva mogla zaspati, kljub temu, da sva imela zadnjih 5 sedezev zase. Uspelo nama je sele tik pred prihodom v Benetke. (Joj, kako se bom navadil na to tipkovnico, ki ima z in y zamenjana??) Na letaliscu Marco Polo smo poiskali svoj salter za check-in in seveda je bila pred njim najdaljsa vrsta. Mateja je bila razocarana, ker na letalo nismo sli skozi tunelcek, temvec nas je do letala zapeljal avtobus. Na letalu je poleg naju sedel debel, dolgobradi jud in Mateja je bila nad njim navdusena. Po pristanku na letaliscu v Madridu smo morali priti na terminal, ki je bil cisto na drugem koncu letalisca. Oznake na tablah so nam povedale, da do tja rabimo 20 min. Madrid je res velikansko letalisce. Najprej smo nekaj casa pesacili, nato pa se s podzemno zeleznico prepeljali na drug terminal. Tam smo naleteli na grozno gneco, na dvajsetih okencih so pregledovali potne liste, ljudi pa je bilo nesteto. Ustrasili smo se celo, da bomo zamudili na letalo za Limo. To se na sreco ni zgodilo, imeli smo se cas za sendvic. Z Juretom in Petro (eno izmed treh) smo sli v restavracijo na letalicsu, kjer sem za (najcenejsi) sendvic in pol litra vode placal 5,35 eur. Nase drugo letalo je bilo mnogo vecje od prvega in na njega smo prisli na Matejino navdusenje skozi tunel.</p><p><img alt=""DSCN0667_1024x768.jpg"" class=""photo"" src=""images/polet-lima-pisco-thumb_DSCN0667_1024x768.jpg""/></p><p>Na vzlet smo cakali kaksno uro, nato pa se je zacel 11 urni let cez Atlantik. Tam so nam dokaj hitro postregli s prvim obrokom. To je bila skrajno neokusna pasta. Vsaj sladica je popravila vtis. Drugi obrok so postregli sele kaksno uro pred pristankom in priblizno na polovici leta mi je postalo zal, da nisem vzel vec sendvicev s seboj. V Limi smo pristali ob 17.30 po lokalnem casu.</p><p>Na letaliscu nas je pricakal nas vodic Tomaz. Z najetim avtobusom (ki je nas za naslednjih nekaj dni) smo se odpeljali do hotela. Tam so nam dali sobe, nato pa smo sli naokoli po mestu. V Limi je promet dobesedno kaoticen. Crt na cestiscu pogosto sploh ni narisanih, ce pa ze so, se jih pa itak nihce ne drzi. V Limi zivi 8 milijonov ljudi in tam nikoli ne sije sonce, vedno je oblacno. <img alt=""DSCN0704_1024x768.jpg"" class=""photo"" src=""images/polet-lima-pisco-thumb_DSCN0704_1024x768.jpg""/> Na poti nazaj proti hotelu smo se ustavili v 'restavraciji', kjer smo vsi narocili piscanca s pomfrijem, dobili pa smo eni (najbrz) zajca z rizem, drugi pa govedino z rizem. Kakorkoli, oboje je bilo zelo zelo dobro. </p><p>Naslednji dan smo vstali ob sestih, cez 15 minut imeli zajtrk (kruh, jajce, maslo, marmelada in kozarec naravnega pomarancnega soka). Ob sedmih smo se z nasim busom odpravili proti Piscu. Na poti smo se ustavili in z gliserjem naredili dveurni izlet na otoke Ballestas, kjer smo opazovali stevilne vrste ptic, morske leve in pingvine. <img alt=""DSCN0829_1024x768.jpg"" class=""photo"" src=""images/polet-lima-pisco-thumb_DSCN0829_1024x768.jpg""/> Pticje kakce vsakih 5 let poberejo in iz njih naredijo kvalitetno gnojilo. <img alt=""DSCN0831_1024x768.jpg"" class=""photo"" src=""images/polet-lima-pisco-thumb_DSCN0831_1024x768.jpg""/> Ko smo se vrnili z izleta, smo sli na kosilo. Mateja je jedla brancina, jaz pa morski list. Oboje je bilo spet odlicno. Na poti v Pisco smo se ustavili se v piscoteci, kjer smo poskusili nekaj njihovih alkoholnih pijac (ki jih hranijo v amforah) in nato malo zaplesali. </p><p>Sedaj gremo na 'piknik' ob bazenu v nasem hotelu. </p><p>Ziga</p><p>vec slikc prihodnjic.<br/>------------------------------------------------------------------------------</p><p>Ce ste prisli do konca tega clanka in ostali budni, vam iz srca cestitam. Dodala bi samo se, da brisac na koncu nismo dobili, da sem danes jedla doma narejene cokoladne bombone in da vas vse pogresam. Pricakujem vase komentarje (Metka... <img alt="":)"" class=""img"" height=""15"" src=""images/polet-lima-pisco-icon_smile.gif"" title="""" width=""15""/> ). Imamo se fino.</p><p>Mateja</p></div>",2008-07-03,bjelakrez,Peru,"[{""author"": ""katarina."", ""content"": ""waaaaaaaaaaaaa!!!!!""}, {""author"": ""Brane"", ""content"": ""Hej!Super, da ste srečno prišli in dobro začeli vaše potovanje. Vidim, da vama je hrana všeč. Da se ne bosta zredila, ker bosta težko hodila. A je kaj mraz? Tukaj je zelo vroče. Slikce so lepe. Lepo se imejta in lep pozdrav obema, Ati""}, {""author"": ""sonka"", ""content"": ""Vesela sem, da ste srečno prispeli in se imate lepo. Tukaj je še vedno ful vroče. Pri nas so na počitnicah neonke (tropske ribice)tako, da ima Riki \""družbo\"".\nPozdrav, Sonka""}, {""author"": ""jasna2"", ""content"": ""ojla!\nsem imela probleme, ker je ena Jasna že logirana, pa ni Žigata doma, da bi me rešil iz zagate. Lepo je prebrati dobre in zanimive novice iz daljnih krajev, slike so pa sploh super. Se ze veselim novega javljanja. Uzivajta, Jasna""}, {""author"": ""suncell"", ""content"": ""hehe\nglih dobro odpotujeta pa že pogrešaš sendviče in domače zrezke\npridno se redno javljajta s slikcami še naprej\nlp Andraž""}, {""author"": ""metka"", ""content"": ""vidim,da ima žiga pravo kulinarično preizkušnjo\nmateja, tunelčki so zakon, razumem zakaj si se ga tak veselila\nse veselim poročila o sprehodih, hihi""}]"
Huacachina,"<div class=""entrycontent"">
<p>Najprej en popravek: vceraj nismo spali v Piscu, temvec v Huacachini. Danes smo ze v Nazci na zelo pocasnem internetu, tako da danes spet zal nebo slik. Posnetih je ze 180 posnetkov.</p><p>No, vceraj zvecer smo imeli 'piknik' v nasem hotelu ob bazenu. To pomeni, da so domacini na zaru spekli nekaj mesa, bilo je tudi nekaj zelenjave in sadja. Meso je bilo eno premalo peceno, drugo prevec pikantno za moj okus, zelenjave nisem probal. Najbolj sem bil navdusen nad sadjem (podobno tudi ostali). Banane so sploh 10x boljse od nasih. So cisto majhne, nekatere med njimi tudi ze malo v semenu, vendar okus vseeno odtehta. Zvecer se je ZELO shladilo. Cim sonce zaide je takoj 10 stopinj manj. Vse bolj se nam zdi, da vseh tistih kratkih hlac in podobnega sploh ne bomo potrebovali. V naslednjih dneh se nam obetajo se bolj nizke temperature. Ze jutri gremo cez 4900 m visok prelaz, kjer naj bi bilo kar precej pod niclo.</p><p>Zajtrk smo imeli ob jezeru v oazi. Jaz sem jedel ameriski zajtrk (jajca s sunko, kruh, marmelada, maslo), Mateja pa ogromno palacinko, napolnjeno s sadjem in oblito s cokolado. Po zajtrku smo se odpravili v muzej predinkovske in inkovske kulture v Ici. Muzej so 4 leta nazaj oropali in jim pobrali nekaj prtov. Enega so medtem ze nasli. Mene muzej ni preprical, Mateji je bilo pa kar vsec. Razstavljene so bile njihove glinene posode, prti, predstavljen nacin mumificiranja in podobno. Nato smo sli v vinoteko, kjer so nam razkazali njihov nacin pridelovanja vina. Ico je nekaj let nazaj prizadel mocan potres, kar se vidi tudi v vinoteki. Kar nekaj stavb je brez strehe, ki se je sesula sama vase. Nato smo sli v center Ice, kjer sva z Matejo na sreco nasla bankomat in dvignila vsak po 1000 solesov (njihov lokalni denar). Na zacetku sva namrec zamenjala premalo evrov. Dolarje imava se vse. No, ocitno promet ni kaoticen le v Limi, temvec povsod vozijo kot pri norcih. V Ici je enako, prav tako tukaj v Nazci. Na kosilo smo sli v restavraciji v nasi oazi, kjer smo spet odlicno jedli (govedina s cebulo, krompirjem, paradajzem in rizem) in pili (Inca Kola). Po kosilu smo se odpravili na 'izlet' z buggy-ji po puscavi. Za predstavo: to je 12-valjni motor od kaksnega Chevroleta, 9 ali vec sedezev, varnostni pasovi in nekaj cevi, ki vse drzi skupaj. Ce dodamo temu sipine, dobimo noro pustolovscino. Med izletom smo se nekajkrat ustavili in se vsak s svojim sandboardom spustili po nekaj sipinah. AAAAAAAAAA!!! <img alt="":)"" class=""img"" height=""15"" src=""images/huacachina-icon_smile.gif"" title="""" width=""15""/> Vec pa v Ljubljani oz. na slikah ce bo kje kaksen hitrejsi internet.</p><p>Zvecer smo se z nasim busom odpravili na triurno voznjo proti Nazci. Tu si naj bi jutri pogledali znamenite 'linije v Nazci' (odvisno od vremena), mumije in podobno. Nato pa naj bi ponoci prek ze omenjenega prelaza sli v Arequipo.</p><p>V prihodnjih dneh se najbrz ne bova mogla kaj dosti javljati, saj ne vem kako je kaj z internetom v tistih krajih. </p><p>Ziga<br/>-----------------------------------------</p><p>Za vse mame: Imava se krasno, lacna nisva...no ziga itak ni nikoli sit, danes je bilo sonce in naju ni zeblo, le malo pogresava domace in dom. Mami, prosim sporoci kako kaj doma in v kocevju in kako se ima Sandi. </p><p>Mateja</p></div>",2008-07-04,bjelakrez,Peru,"[{""author"": ""jasna2"", ""content"": ""ha! danes smo pa prvi, ki smo prebrali vajine novice. Takšne pustolovščine so pa bolj zanimive od risank - pravita Svit in Zarja. Težko pričakujemo še kakšno slikico. In težko si predstavljamo, da vaju zebe - pri nas je pa taka vročina! Svit in Zarja sta se zadneja dni zabavala na vodnem (zelo hitrem) toboganu v Snoviku, danes pa gremo v Celje in v jamo Pekel. Uživajta še naprej!Lp Zarja, Svit, Jasna, Marčelo""}, {""author"": ""Brane"", ""content"": ""Hej! Ravno sva prisla iz Metlike. Sva mislila predelovat mirabele pa se niso zrele. Sva  pa malo obdelala vrt, drugi teden pa bova mirabele. Zato sva se kar danes vrnila, tudi zaradi Rikija. V Metliki je bila vceraj zopet toca, najhuje je bilo na Primostku, kjer je potolklo precej koruze in drugih poljscin. Veseli naju, da vama je na potovanju vsec. Upava, da imata dovolj toplih oblacil. Pa dobro poslikaj inkovske znacilnosti! Na TR ti bom nakazal, kot sem rekel tako, da upam, da ne bos imel problemov z denarjem. Sicer je doma vse OK, razen komaj znosne vrocine.\nLP obema, ati in mami.""}, {""author"": ""jasna2"", ""content"": ""ojla! mal vama zavidam tele dogodiuscine .... ampak je tut tuki kr fino, ce odstejemo vrocino. no fajn se mejta še naprej pa čim več napista da bo čim več za prebrt. lp danaja""}]"
"Nazca, pot v Arequipo","<div class=""entrycontent"">
<p>Prva stvar, ki sem jo naredila po zajtrku je bila, da sem poiskala fotoaparat. Pozabila sva ga namrec na avtobusu. Najbrz je padel iz ruzaka ko sva kaj jemala ven. Na sreco sta voznika avtobusa postena in zelo prijazna, saj naju je fotoaparat pocakal na sedezih. Nato smo si ogledali znamenitosti v Nazci. Najprej smo sli na obisk k simpaticnemu gospodu srednjih let, ki slisi na ime Tobi in se ukvarja z izdelovanjem keramicnih izdelkov. Izdeluje jih na starodaven inkovski nacin. Posoda svoj sijaj pridobi tako, da jo gospod losci s krpico, s katero si brise obraz. Tako je krpica mastna in pripravljena za delo. Po obisku pri Tobiju smo si ogledali inkovsko in predinkovsko pokopalisce. V plitvih grobiscih so mumije in drugi posmrtni ostanki, vsi obrnjeni proti vzhodu. Poleg njih so tudi razne posode in drugi osebni predmeti. Ohranjeni so celo lasje in ponekod tudi koza. Nato smo se odpravili na letalisce, kjer smo se po dolgem cakanju koncno le vkrcali na majhna letala (Cessna) za 3-5 oseb in poleteli nad znamenitimi linijami v Nazci. Vec o tem si lahko pogledate na internetu ali pa pocakate, da prideva v Ljubljano. Prav vsem (razen Mariji) je bilo na letalu zelo slabo in smo komaj zdrzali polurni let. Ko smo vsi opravili s poletom (kar se je zavleklo v vecer), smo sli na prav posebno vecerjo. Jedli smo 'zemljanko'. To je hrana, ki se pripravlja kar 6 ur. V zemljo zakopljejo razlicno hrano (krompir, koruza, polenta, ovcje meso, piscancje meso, meso morskega prasicka in razno zelenjavo), med in pod njo dajo se vroce kamne ter pokrijejo s pepelom. Morski prasicek ni tko svoh. <img alt="":)"" class=""img"" height=""15"" src=""images/nazca-pot-v-arequipo-icon_smile.gif"" title="""" width=""15""/> Po vecerji smo se odpravili na deseturno nocno voznjo v Arequipo. Sem smo prispeli ob sestih zjutraj. Spet je bilo zelo hladno (kot zmeraj), svoje pa doda tudi 2300m visine. Sedaj bomo sli malo po mestu, na trznico in podobno. Baje je Arequipa eno izmed najbolj nevarnih mest na nasi poti. Podobno velja tudi za La Paz v Boliviji. Ogledali si bomo znamenito mumijo Juanito in samostan Santa Catalina. </p><p>Nacrt za naslednje dni pa je sledec: Danes ponoci vstanemo ob dveh in se z avtobusom odpeljemo proti kanjonu Colca. Tam nas caka tridnevni treking. Tam ni elektrike, zato se nekaj dni ne bova javila. O vtisih porocava ob prvi priliki.</p><p>Za slike je internet spet prepocasen.</p><p>Mateja</p></div>",2008-07-06,bjelakrez,Peru,"[{""author"": ""jasna2"", ""content"": ""Oh ta \""Amerika\""... pa internet... Midva s Svitom pa komaj čakava slike! Pazita na fotoaparat, da jih bomo vsaj v Ljubljani lehko videli.  Uživajta na trekingu!""}, {""author"": ""Brane"", ""content"": ""Ja, tudi jaz upam, da ne bosta izgubila fotoaparata oz. slik. Mislim, da sem enkrat gledal oddajo o inkovskih mumijah.\nMorda se ne ves - Rafa vodi 2:0, pri 3:3 pa je zacelo devati.\nBodita previdna in uzivajta se naprej!\nLp ati & mami""}, {""author"": ""fanimavec"", ""content"": ""Doma ni nič novega.Vročina je popustila, ker je bila včeraj nevihta. Na srečo pri nas ni nobene škode. Uživajta še naprej.""}, {""author"": ""jasna2"", ""content"": ""kot prebiram je vse (predvsem hrana ) zelo zanimivo ..... ampak s temle morskim prašičkom in njegovim mesom se pa loh kr križam =D. pazta na fotoaparat pa fajn se mejta še naprej                                                                                               LP Danaja""}, {""author"": ""fanimavec"", ""content"": ""Lepo vaju pozdravljam. Sandi se je javil iz Bostona, ima se lepo. Kontetovi so se vrnili z morja. Simona je v Celju. Včeraj zvečer je bilo spet močno neurje. Lep pozdrav obema""}, {""author"": ""Mojka"", ""content"": ""Hej! Me smo se pred pol ure vrnile iz Vrsarja....doživele smo pravi temperaturni šok - 20 stopinj razlike. v Vrsarju sta se K in M pritoževale, ker smo morale bit v senci nad špiljo (zasedena s čehinjami)in jima je malce pihljalo okoli  ušesc\nv LJ pa sta napol nagi skakali okoli avta pri 16 stopinjah brez problema hehe""}, {""author"": ""Mojka"", ""content"": ""Aja! tale blog je res enkratna ideja! Vse se veslimo nadaljnih poročanj\nna mail pa dobiš pojočega Božota v avtu""}, {""author"": ""metka"", ""content"": ""kaj ufuramo zemljanko pol avgusta u metliki?!? sam brez morskih prašičkov...mateja tebi lahko pripade čast da paziš na hrano da bo kuhana, hehe\nnič ne slišim o sprehodih in vtisih,sam hrana-halooo!!!\np.s. uni čehi so mel tko like miljon otrok!!!!""}, {""author"": ""bjelakrez"", ""content"": ""Za sprehode ni casa, ob 21h vsi popadamo v postle oz. na sedeze na avtobusu.\nZiga""}, {""author"": ""bjelakrez"", ""content"": ""Sprehodi so fajn.\nMateja""}, {""author"": ""metka"", ""content"": ""sj sm vedla\n))""}]"
Kanjon Colca,"<div class=""entrycontent"">
<p>Kot ze receno: vstali smo ob dveh ponoci in se vsi zaspani prikotalili do avtobusa. V ruzake smo napakirali stvari, ki jih bomo potrebovali naslednje tri dni. Pot nas je vodila prek 4910 m visokega prelaza v kanjon Colca. Nekje na polovici vzpona na prelaz je postalo hudicevo HLADNO. Vsi smo bili obleceni v flisih in bundah in zaviti v spalne vrece, pa vseeno nas je zeblo. Sipe na avtobusu so zamrznile. Vse je mucil glavobol in slabost zaradi visine. Na spustu v kanjon smo se ustavili in cakali na kondorje, ki pa se na zalost niso kaj dosti kazali. Opazili smo le 2. Zato smo raje nakupili toplih oblacil pri prodajalkah na razgledni tocki. Nato smo se pripeljali v vas Cabanaconde in opazovali cudovito pokrajino. Domacini so obleceni v tradicionalna oblacila. Kmalu zatem se je zacel nas treking. Vsak si je oprtal svoj ruzak in smo sli. No, nekateri so svoj ruzak posadili na osla, ki ga je vodil nas 'vodic' Michael. Michael je bil res super fant. Ze prvi dan si je zapomnil vsa nasa imena. Hodili smo 3 ure, vecinoma navzdol. Pot nas je privedla do domacije Roy, kjer smo pojedli vecerjo in prespali. Hiske so bile krite s slamo. Ponoci nas je zbudil dolg potresni sunek. Ti baje niso tako redki, saj je tu vulkansko obmocje. Ni bilo nic hujsega. Zjutraj smo vstali ob sestih in se takoj odpravili naprej. Tokrato smo hodili stiri ure, malo navzgor, malo navzdol. Prisli smo do oaze, kjer smo ostali do naslednjega 'jutra'. Tam smo se kopali v bazenu, pojedli kosilo, imeli druzabni vecer, pojedli vecerjo in se odpravili spat ze ob devetih (kar je sicer postala ze kar navada). V oazi je ze ob treh popildne sonce zaslo. Vstali smo ob stirih zjutraj in se odpravili na dolg vzpon nazaj v Cabanaconde. Vsi smo dali svoje ruzake na osle in mule, le jaz, Andrej in Bernard smo si svoje oprtali. Midva sva udarila svoj tempo in prehodila dobrih 1000 m visinske razlike v dveh urah in 20 minutah. Ostali so prisli pol ure za nama. Bila je prav posebna izkusnja, saj smo startali v popolni temi s celkami na glavah. Na vrhu nas je pozdravilo sonce. V Cabanacondah smo imeli ameriski zajtrk in se z nasim busom odpeljali nazaj proti Arequipi. Na poti smo se spet ustavili pri kondorjih, ki pa jih spet ni bilo na spregled. Med potovanjem smo opazovali lame, alpace, vicunje, stevilne ptice in ostale zivali. Na nekem postanku sem se celo lahko slikal z orlom na ramenu in glavi. Kupila sva tudi tune (sadeze kaktusa) stevilnih barv in jih pojedla v trenutku. Eden izmed najboljsih sadezev sploh! Sedaj smo v Arequipi in cez 5 minut se ze odpravimo proti avtobusni postaji, kjer se bomo vkrcali na avtobus, ki nas bo jutri zjutraj pripeljal v Cuzco. Za slike na zalost spet ni casa. Posnetih je ze 400 posnetkov. Upam, da bo v Cuzcu kaksna priloznost, da jih bomo dali na internet. </p><p>Ziga in Mateja</p></div>",2008-07-09,bjelakrez,Peru,"[{""author"": ""Brane"", ""content"": ""Super! Ze kar tezko smo cakali novic. Vidim, da je potovanje zelo zanimivo in polno dogodkov. Jaz bi vam z veseljem poslal malo nase vrocine. Mami je sla ze v sluzbo. Sedaj hodi pes, jaz pa jo grem popoldan iskat z avtom. Sicer je kot po navadi, le dvakrat je bilo hudo neurje. Jutri greva predelovat mirabele. Lepo se imejta se naprej! Lp obema, ati""}, {""author"": ""jasna2"", ""content"": ""Ojla! Zelo zanimive dogodivščine - še posebno tisti z orlom in kaktusi. Pri nas se je tudi že začelo \""potovalno\"" razpoloženje - Danaja je že od torka na \""trekingu\"", Svit in Zarja pa odhajata jutri. Svita zanima, če vidva obvladata pakiranje spalk v potovalne vreče. Onadva z Zarjo sta se tega namreč včeraj naučila in sta zelo ponosna. Imamo se lepo, vsako jutro pa najprej preverimo, če so že kakšne novice z vašega konca, ki nas vedno zelo razveselijo. Lepo se imejta! Svit, Zarja, Jasna, Marčelo.""}, {""author"": ""fanimavec"", ""content"": ""Tudi tukaj se nam bi prileglo nekaj hladu, za morske prašičke pa ne bi bilo veliko povpraševanje. Sadež kaktusa pa bi bilo že zanimivo poskusiti.Kakšno temperaturo je imela voda v bezenu na tej višini? Še naprej veliko lepih dogodivčin""}, {""author"": ""katarina."", ""content"": ""Hej hej. U tale kaktusov sadež se pa res dobro sliši. Jaz sem pa danes jedla narabutana jabolka\nV Metliki je zelo lepo, Koupa je super topla in kačjih pastirjev kar mrgoli. Danes se mi je eden vsedel na roko in rekel naj te pozdravim mateja.\nAha, pa res mata dober tempo, kar tako naprej..\nPoljubčke in pozdravčke od Flajšmanov""}, {""author"": ""bjelakrez"", ""content"": ""Voda je imela kaksnih 22-23 stopinj, vendar je bila osvezitev dobrodosla. Ziga je potreboval pol ure, da se je spravil notri.\nMorski prasicki sploh niso tako sokantni. Danes npr. bi lahko na trznici v Cuscu poizkusili surove zabe. Tudi jaz sem videla nekaj kacjih pastirjev. Pogresam Metliko. Katarina, zalivaj roze! Mami, ti pa pobiraj paradajz in solato. Mateja""}]"
Slike,"<div class=""entrycontent"">
<p>Koncno mi je uspelo naloziti nekaj slik. Na zalost niso se vse, saj nisem imel casa. Mogoce bom kasneje v objave med tekst vrinil se nekaj pripadajocih slik.</p><p>Slikce najdete <a href=""http://www.bubbleshare.com/album/420697/overview"">tukaj</a>.</p><p>P.S. Prisli smo v Cusco z avtobusom, bolj udobnim od letala. Tu se zacenja vecji mraz kot do sedaj. Smo na 3300 m visine. Sonca ni, tako da je se bolj mraz. Z vsakim dnem naj bi bilo bolj mraz.</p><p>Ziga</p></div>",2008-07-10,bjelakrez,Peru,"[{""author"": ""suncell"", ""content"": ""175 slikc\nsuperca!""}, {""author"": ""bjelakrez"", ""content"": ""Na smrt pocasn internet, zato samo tok.""}, {""author"": ""Brane"", ""content"": ""Fotke so zanimive! Z mami upava, da sta si kupila kaj toplih oblacil, da vaju ne bo zeblo. Mami se je v sluzbi sesul racunalnik tako, da iz sluzbe ne more do interneta niti vama odpisati. Lep pozdrav obema od obeh!""}, {""author"": ""Brane"", ""content"": ""Aha, sem se spomnu, da sem na fotki videl Majdo (Marijo) Zagar. Ce ve, da spadas k men, jo pozdrav. ati""}, {""author"": ""jasna2"", ""content"": ""Fotke so super. Tako se skrajša razdalja do vaju. Saj boš našu še kakšn hiter internet in naložu še druge. Naši otroci so se pravkar odpeljali v divjino Slovenije. Lepo se imejta še naprej, Jasna""}, {""author"": ""fanimavec"", ""content"": ""Odpravljam se iz službe in vama napišem še nekaj besed. Fotografije sem pregledala. Vozijo se v kar dobrih avtomobilih. Morski levi so uživali v sončenju na skalah. Sandi se danes odpravlja v New York, jaz pa domov plet na vrt. Lepe pozdrave iz vroče Ljubljane""}]"
Classic Inka Trail,"<div class=""entrycontent"">
<p>Ponoci smo se vrnili s trekinga na Machu Picchu (zato toliko casa ni bilo javljanja). Cez 10 min gremo ze naprej, zato samo nekaj kljucnih besed, ki opisejo dogajanje zadnjih dni:<br/> - moja zastrupitev s hrano (ali pa visinska bolezen), dvakrat so mi dajali kisik (prosim, da ne zapanicarite, saj sem sedaj v redu)<br/> - treking na Machu Picchu: 4 dni, 42km, 4200 m visok prelaz<br/> - voznja nazaj v Cusco: z vlakom 2 uri za kaksnih 5 km, z avtobusom 7 ur (namesto napovedanih 4-5) skozi dzunglo in nato po se bolj nevarni cesti od najnevarnejse ceste na svetu pri La Pazu</p><p>Podrobnosti naslednjic oz. v Ljubljani.</p><p>Ziga<br/>--------------------------------------------</p><p>Jaz bom se dodala, da sem zelo ponosna na Zigata, ker je kljub slabemu pocutju, z mano prilezel na 4200-taka.</p><p>Mateja</p></div>",2008-07-16,bjelakrez,Peru,"[{""author"": ""Brane"", ""content"": ""Ja, veseli smo, da sta se javila!!! Naslednjic pricakujemo kaj vec novic in upamo, da ne vec o potrebi po kisiku. Lepo se imejta se naprej in pazita nase! V Ljubljani je vse OK, drugje po Sloveniji pa so bila velika neurja s toco in precej skode. Zrtev pa na sreco ni bilo. Lp obema, ati in mami""}, {""author"": ""suncell"", ""content"": ""A po temle se vi vozite ?\nhttp://www.darkroastedblend.com/2006/11/most-dangerous-roads-in-world.html\nno, očitno ni prišel noben nasproti\n)""}, {""author"": ""fanimavec"", ""content"": ""Danes se je Sandi vrnil iz Amerike.Je zelo navdušen nad potovnjem. Včeraj sem bila po dolgem času s Saro v živalskem vrtu. Po petih urah potepanja sva jo s Simono komaj spravili domov. Upam, da se še kaj oglasita, predno se vrneta domov. Veliko sreče še naprej""}, {""author"": ""katarina."", ""content"": ""Andraž tist niso ceste, tist je kr neki!!! Zdej me pa bo mogoče mal panika zagrabla\nDrgač pa... Dragi Žiga, bila sem na vrtu v Metliki in vse lepo cveti. Kane so že zelo visoke in skoraj vse vrtnice cvetijo - najlepša je tista dišeča rdeča. Izpulila sem ene par plevelov, ampak ne preveč, da nebi pokvarla scenografije vrta\nMateja, danes me je klicala Zala iz Cresa in pravi da se ma fino in da jo vsi kuharji pecajo, hehe, pa lepo te pozdravlja. Z Metko sva bili v Metliki na placu kjer je bil koncert z digiridujem-svašta!\nKomaj čakam, da se spet kaj javita.""}]"
